,Unnamed: 0,id,fname,lname,race,"Asian,GreaterEastAsian,EastAsian","Asian,GreaterEastAsian,Japanese","Asian,IndianSubContinent","GreaterAfrican,Africans","GreaterAfrican,Muslim","GreaterEuropean,British","GreaterEuropean,EastEuropean","GreaterEuropean,Jewish","GreaterEuropean,WestEuropean,French","GreaterEuropean,WestEuropean,Germanic","GreaterEuropean,WestEuropean,Hispanic","GreaterEuropean,WestEuropean,Italian","GreaterEuropean,WestEuropean,Nordic",year
86,86,86,I.,Sourikova,"GreaterEuropean,EastEuropean",5.046025e-05,1.3128452e-05,0.0068472642,0.0022995558,0.026353762,0.00095209153,0.94887775,0.009420045,0.0025828418,6.4407446e-05,0.0012826638,0.0003705739,0.00088540785,2000
87,87,87,D.,Morrison,"GreaterEuropean,British",0.0082975635,0.0026833361,0.0011230682,0.0035993643,0.00042144107,0.84388036,0.0012372284,0.025925182,0.068640724,0.0011498381,0.029235354,0.008668696,0.0051378277,2000
88,88,88,Adeyemi,Adesanya,"GreaterAfrican,Africans",0.00052237057,0.00056452915,0.050988927,0.79970205,0.001646668,0.008830958,0.104897305,0.0040314677,0.007890913,0.0009563716,0.0030775282,0.016847368,4.3498036e-05,2000
89,89,89,Tofigh,Azemoon,"GreaterAfrican,Muslim",0.0080454545,0.03669392,0.10279037,0.009875206,0.58895445,0.04640212,0.004516764,0.12431018,0.017279975,0.02204791,0.029400704,0.007964226,0.0017188207,2000
90,90,90,Jacek,Becla,"GreaterEuropean,WestEuropean,Italian",0.044503167,0.014118745,0.0032908656,0.019818164,0.0024325436,0.09317737,0.050899033,0.025621854,0.08350472,0.011963024,0.17692664,0.4357517,0.037992205,2000
91,91,91,Andrew,Hanushevsky,"GreaterEuropean,EastEuropean",1.8088107e-05,6.796765e-05,0.00017212494,0.0001345775,0.0043549957,0.004571607,0.7679119,0.19954641,0.0054983622,0.0010931015,0.015973715,0.0006274439,2.9777231e-05,2000
92,92,92,Adil,Hasan,"GreaterAfrican,Muslim",0.0015396437,0.0092364615,0.26392558,0.015764184,0.6364689,0.0067191306,0.004079245,0.04333975,0.003245531,0.0018096364,0.006086677,0.0038448793,0.0039403825,2000
93,93,93,Wilko,Kroeger,"GreaterEuropean,Jewish",0.0035070644,0.0032311056,0.0012469275,0.0015460816,0.0035420277,0.13354115,0.028247125,0.42038363,0.066237345,0.19760033,0.04985543,0.037680265,0.053381495,2000
94,94,94,Artem,Trunov,"GreaterEuropean,EastEuropean",0.000939333,0.0003867793,0.00033728205,0.001225871,0.006248294,0.0049318504,0.9521112,0.014834306,0.010043589,0.004592549,0.0009286546,0.0025558276,0.0008643887,2000
95,95,95,Daniel,Wang,"Asian,GreaterEastAsian,EastAsian",0.81079733,0.0021642188,0.0009097275,0.0020304797,0.0013619611,0.10783045,0.004788595,0.014003236,0.013183024,0.010248417,0.006061664,0.0018527706,0.024768125,2000
96,96,96,Igor,Gaponenko,"GreaterEuropean,EastEuropean",7.279407e-05,0.00013541097,4.2167198e-05,0.00022906077,0.00040094898,0.0016556759,0.98888505,0.0037540982,0.0022434057,0.0001652316,0.0009122254,0.0014641033,3.9748877e-05,2000
97,97,97,Simon,Patton,"GreaterEuropean,British",0.004662617,0.0015718665,0.008629771,0.0020394083,0.0003444283,0.87776923,0.00052141654,0.009321282,0.07868265,0.0010642102,0.012025128,0.0031950108,0.00017300535,2000
98,98,98,David,Quarrie,"GreaterEuropean,British",0.0065959995,0.00094394386,0.0012422157,0.03803043,0.007402218,0.7975545,0.0008708617,0.036200557,0.042134054,0.0012585258,0.060264926,0.004973611,0.0025281806,2000
99,99,99,William,Tanenbaum,"GreaterEuropean,Jewish",0.048486784,0.023678666,0.0009472327,0.023561167,0.0077624293,0.16347459,0.04572517,0.4000222,0.12606953,0.055975355,0.029662034,0.03244118,0.042193707,2000
100,100,100,D.,Chamont,"GreaterEuropean,WestEuropean,French",0.0048604133,0.0032697436,0.016095025,0.0037721563,0.023013694,0.32330695,0.04473923,0.07191816,0.44894734,0.0022340103,0.031613633,0.020942083,0.005287489,2000
