,Unnamed: 0,Unnamed: 0.1,id,fname,lname,race,HL+A,HL+B,HL+I,HL+M,HL+O,HL+W,NL+A,NL+B,NL+I,NL+M,NL+O,NL+W,year,predRace
213,213,213,213,Alexander,Szalay,NL+M,2.761861e-10,3.035423e-14,1.5463114e-10,1.8780271000000001e-06,0.0010227411,0.0005986928599999999,0.015911843999999998,0.0053405077,0.00027492346,0.9451992,0.020153822,0.0114963325,2000,white
214,214,214,214,Peter,Kunszt,NL+W,9.486525999999999e-12,6.264293e-16,1.4250107e-09,2.6247592999999997e-08,0.0038472766,0.037109576,0.0018473066,0.09396542599999999,1.543282e-05,0.0009327926699999999,0.42507404,0.43720806,2000,white
215,215,215,215,Jim,Gray,NL+O,1.044997e-08,0.0003269117,1.2032545000000001e-08,0.044036742000000004,0.02004752,0.03461834,0.13634226,0.18968068,0.0010661836999999999,0.015654491,0.32763848,0.23058832,2000,white
216,216,216,216,Elisa,Bertino,HL+O,7.146326999999999e-11,0.009347854000000001,1.2338864e-11,3.2019056e-05,0.71238405,0.17753674,0.0001496786,0.0058052717000000005,6.497734000000001e-05,0.0011757644,0.09052288,0.0029807312,2000,hispanic
217,217,217,217,Barbara,Catania,NL+A,5.613564499999999e-11,6.5223239999999995e-12,1.0714651e-12,8.0844205e-07,0.033120167,0.08977865,0.7527925,0.0043368656,0.00011875341399999999,2.2755665e-07,0.039694823,0.080157235,2000,api
218,218,218,218,Roberta,Gori,NL+W,5.9915400000000005e-12,2.7501917e-10,3.4404937e-09,0.00024473295,0.17427483,0.1572684,0.0982485,0.036519002,4.0776766e-05,6.4557357e-06,0.24801460000000003,0.28538263,2000,white
219,219,219,219,Chiaki,Sakama,NL+A,0.0045141187,6.3290904e-13,2.2883746e-09,0.0001519745,0.00021320656000000003,6.619861e-06,0.886042,0.0011107067,7.961736e-05,0.0010651064999999999,0.10558835,0.0012282758,2000,api
220,220,220,220,Katsumi,Inoue,NL+A,7.094042e-13,5.3159517e-12,1.1168219e-13,3.9285955e-10,4.6752265999999997e-05,4.356861599999999e-06,0.75978756,0.0034503336,1.5481424e-05,0.0022517997,0.23194675,0.002496951,2000,api
221,221,221,221,Muhammad,Nadeem,NL+O,3.0834034e-15,1.1116880500000001e-14,3.9025448000000003e-13,1.3796519e-07,0.0007131986,0.00035024324,0.29023242,0.02133716,0.0012946185000000002,9.6519136e-05,0.66359735,0.022378264,2000,white
222,222,222,222,Syed,Jaffri,NL+A,1.8837879e-14,1.0946836e-09,2.963794e-11,5.3817007e-12,0.00054108794,3.2080083e-05,0.537736,0.0064286552,0.0028603997,3.0743143e-07,0.44766226,0.0047392305,2000,api
223,223,223,223,Christoph,Koch,HL+W,2.489936e-13,2.1476448000000002e-07,8.184528599999999e-10,1.6546175999999998e-08,0.053652074,0.6712771,0.019477274,0.008257683,6.71093e-08,3.216471e-08,0.18804720000000003,0.05928826,2000,hispanic
224,224,224,224,Stefanie,Scherzinger,NL+W,1.8555507e-09,1.6068753999999999e-12,3.2031149999999996e-09,1.41093e-07,0.0051728017,0.11590357,0.0010644356,0.0838422,0.09811745,0.0028471365000000003,0.15300848,0.54004383,2000,white
225,225,225,225,Nicole,Schweikardt,NL+M,5.098314e-10,9.3969645e-14,5.766309400000001e-08,2.8468284999999996e-06,0.020608135,0.13021973,0.0007647658999999999,0.017628754,0.0001476725,0.61078846,0.027356211000000002,0.19248339999999997,2000,white
226,226,226,226,Bernhard,Stegmaier,NL+W,1.1710916e-09,1.7722282e-12,2.9896412999999996e-10,5.392901e-13,0.029299402999999998,0.016232014,0.24817918,0.07828539,0.00021712451,1.4630928e-07,0.30241492,0.32537186,2000,white
227,227,227,227,Satyanarayana,Valluri,HL+O,2.7355795000000002e-11,4.6042947e-09,4.126755e-11,7.207561399999999e-05,0.6514857,0.06967399,0.055504918,0.0018670636,6.655626999999999e-07,0.00014031898000000002,0.21720248,0.0040528583,2000,hispanic
228,228,228,228,Kamalakar,Karlapalem,NL+A,4.3466900000000004e-07,1.1285308999999999e-08,4.1035764e-10,5.022475e-11,0.001077065,8.6961245e-06,0.61250305,0.0040579974,0.013212888999999998,4.8697125e-06,0.36835432,0.0007806855,2000,api
229,229,229,229,Jim,Gray,NL+O,1.044997e-08,0.0003269117,1.2032545000000001e-08,0.044036742000000004,0.02004752,0.03461834,0.13634226,0.18968068,0.0010661836999999999,0.015654491,0.32763848,0.23058832,2000,white
230,230,230,230,Jim,Gray,NL+O,1.044997e-08,0.0003269117,1.2032545000000001e-08,0.044036742000000004,0.02004752,0.03461834,0.13634226,0.18968068,0.0010661836999999999,0.015654491,0.32763848,0.23058832,2000,white
231,231,231,231,Alexander,Szalay,NL+M,2.761861e-10,3.035423e-14,1.5463114e-10,1.8780271000000001e-06,0.0010227411,0.0005986928599999999,0.015911843999999998,0.0053405077,0.00027492346,0.9451992,0.020153822,0.0114963325,2000,white
232,232,232,232,Aniruddha,Thakar,NL+A,3.28748e-10,4.3920142e-11,2.926555e-11,1.6730265e-09,4.044042e-05,1.4635798e-05,0.97246075,0.0023523238,0.00018828445,2.9894392999999995e-06,0.021450512,0.0034899714000000003,2000,api
233,233,233,233,Gyorgy,Fekete,HL+O,3.6356283e-13,1.4109331e-08,1.0057955e-12,1.3676532e-05,0.34391198,0.028795129,0.042043407000000005,0.18946429,5.1510565e-06,3.4480731000000003e-06,0.058528684000000004,0.33723423,2000,hispanic
234,234,234,234,William,O'Mullane,NL+W,5.1934347e-12,7.0509286e-14,3.3784509999999997e-13,0.00017533607,0.045099165,0.063927665,0.0014675012,0.06379516,7.378006999999999e-05,0.006084172,0.2389891,0.58038807,2000,white
235,235,235,235,Maria,Nieto-Santisteban,HL+W,6.042444e-11,6.418821e-09,2.8175488e-11,6.7672437e-07,0.26620507,0.6961109999999999,0.00069520174,0.00014430427,2.3176284e-05,1.6855043e-09,0.035721406000000004,0.0010990477,2000,hispanic
236,236,236,236,Gerd,Heber,NL+W,3.4356855e-09,1.1654892500000001e-07,1.4397231e-08,3.1519028e-07,0.0015953329999999998,0.07342080000000001,0.00018824006999999996,0.10670152,0.014930721000000001,0.042538635,0.029851997,0.7307723,2000,white
237,237,237,237,Arnold,Rots,NL+W,2.969237e-12,6.5851347e-10,2.6465629999999998e-11,3.0041402e-08,0.01592588,0.015340841000000001,0.0035109136,0.23128517,0.0021696595999999998,0.22953302,0.13828126,0.36395323,2000,white
238,238,238,238,Zhimao,Guo,NL+A,1.9032121000000001e-06,3.664374e-11,6.396444e-08,8.4907015e-09,3.1238389999999997e-06,1.568186e-08,0.9681718,7.525919e-05,2.4067222000000002e-05,3.7277017999999997e-06,0.03164625,7.372425999999999e-05,2000,api
239,239,239,239,Min,Li,NL+A,6.048141e-06,3.9407585e-11,2.173309e-07,7.0508115e-08,0.00013778785,3.1084212000000004e-06,0.9094888000000001,0.00082504156,3.0844959999999997e-06,2.7932309e-05,0.08810752,0.0014004081,2000,api
240,240,240,240,Xiaoling,Wang,NL+A,8.22194e-11,2.5346701999999998e-11,4.3385764e-12,1.06117224e-11,3.242759e-05,8.712346e-07,0.8387312,6.706752e-05,3.5710207000000003e-07,6.633785400000001e-08,0.16105467,0.00011339821000000002,2000,api
241,241,241,241,Aoying,Zhou,NL+A,3.1793329999999996e-14,2.7951934e-09,7.13105e-10,1.3568733999999998e-07,1.5236038e-05,4.369315e-07,0.97742903,0.00068687636,3.650060500000001e-08,7.583612e-10,0.021650102,0.00021807713,2000,api
242,242,242,242,Haibin,Wang,NL+A,3.0281437e-12,1.0230683e-11,2.1190913999999998e-16,3.062205e-14,0.00014256113,1.5334461999999999e-06,0.8741707000000001,0.0006156345,8.092243e-06,9.470975999999999e-11,0.12457068,0.0004907592,2000,api
243,243,243,243,Yuanchun,He,NL+O,1.5593629000000002e-11,2.7864647e-10,3.9417174e-08,1.15801315e-08,0.14362836,0.11870814,0.0065086097,0.01750092,0.000119607445,1.1160697000000001e-07,0.56416833,0.14936589,2000,white
244,244,244,244,Rajshekhar,Sunderraman,NL+A,2.1820146e-14,2.3505037e-10,1.3218920000000001e-18,3.1059567000000004e-14,5.168616599999999e-06,6.625688e-08,0.9826668,0.0021178974,1.9106117999999998e-07,4.1835362999999995e-05,0.014994671999999999,0.00017341830000000002,2000,api
245,245,245,245,C.,Jensen,NL+O,1.7774495e-09,2.3198115e-08,6.808017999999999e-14,7.076801e-05,0.011122653,0.004442216,0.0014083654,0.10195712,5.2537057e-06,0.037750255,0.7600073,0.083236046,2000,white
246,246,246,246,H.,Lahrmann,NL+O,3.7407733e-12,1.6035399e-09,6.922616e-12,0.0008898206,0.032657492999999996,0.00747759,0.1947825,0.07699467,5.6860033999999994e-05,0.00023945053,0.5895904000000001,0.09731129599999999,2000,white
247,247,247,247,S.,Pakalnis,NL+O,7.754909000000001e-09,3.6365970000000005e-15,3.9763218000000003e-13,9.909094999999999e-05,0.028057847,0.0036850877000000003,0.105102055,0.03040073,0.010998157,0.0025972626,0.72548085,0.09357895,2000,white
248,248,248,248,J.,Runge,HL+M,1.4790431999999997e-06,1.2045117999999999e-11,2.1055357e-09,0.45803732,0.045908533,0.0015608310999999998,0.25298068,0.008332177,1.4688018e-06,0.00014673892,0.21191594,0.021114819,2000,hispanic
249,249,249,249,Floris,Geerts,NL+W,4.707087e-12,2.5141840000000003e-08,5.1436104e-12,6.291085e-11,0.123761125,0.23572327,0.15823758,0.12533444,2.2276997000000003e-07,0.00018767247,0.035797674,0.32095805,2000,white
250,250,250,250,Haibin,Wang,NL+A,3.0281437e-12,1.0230683e-11,2.1190913999999998e-16,3.062205e-14,0.00014256113,1.5334461999999999e-06,0.8741707000000001,0.0006156345,8.092243e-06,9.470975999999999e-11,0.12457068,0.0004907592,2000,api
251,251,251,251,Hao,Tian,NL+A,1.3846704e-14,2.2388215e-11,1.4206209999999998e-12,1.0205511999999999e-08,2.3114366e-05,2.0530804e-06,0.9823424000000001,0.00018127463,0.00010102134,7.979400599999999e-08,0.017122213,0.00022779452,2000,api
252,252,252,252,Rajshekhar,Sunderraman,NL+A,2.1820146e-14,2.3505037e-10,1.3218920000000001e-18,3.1059567000000004e-14,5.168616599999999e-06,6.625688e-08,0.9826668,0.0021178974,1.9106117999999998e-07,4.1835362999999995e-05,0.014994671999999999,0.00017341830000000002,2000,api
253,253,253,253,Rajshekhar,Sunderraman,NL+A,2.1820146e-14,2.3505037e-10,1.3218920000000001e-18,3.1059567000000004e-14,5.168616599999999e-06,6.625688e-08,0.9826668,0.0021178974,1.9106117999999998e-07,4.1835362999999995e-05,0.014994671999999999,0.00017341830000000002,2000,api
254,254,254,254,Haibin,Wang,NL+A,3.0281446e-12,1.0230666e-11,2.1190759e-16,3.0622064e-14,0.00014256118,1.5334467e-06,0.8741709999999999,0.0006156344,8.092253e-06,9.470961e-11,0.12457049,0.0004907594,2000,api
255,255,255,255,Giovanni,Gasparri,HL+M,5.951656e-13,2.7539832e-11,2.835414e-09,0.99447256,0.0046407133,0.0006552136,6.018326e-06,3.3133215e-06,1.3101651e-11,9.022022999999998e-08,0.00020486325,1.7192047e-05,2000,hispanic
256,256,256,256,Francesco,Buccafurri,NL+O,1.885233e-10,4.3004243e-06,9.024043e-11,0.0018688889999999999,0.08458826,0.03411803,0.0037632996999999997,0.05668111,1.0957452e-06,0.0028606327000000003,0.7173776,0.098736785,2000,white
257,257,257,257,Filippo,Furfaro,NL+O,5.9464337e-13,1.9142289e-14,3.017358e-14,1.5051538e-11,0.029550557999999998,0.3113167,0.0023262438000000002,0.0888091,0.00035916286,0.013480685,0.37495690000000004,0.17920063,2000,white
258,258,258,258,Domenico,Sacca',HL+B,2.2492257e-15,0.99986744,1.1713282999999998e-13,1.5668872e-13,3.5006981999999996e-05,5.8427966e-05,1.5843705999999998e-07,1.0778708999999999e-05,5.408925e-11,6.3630107e-10,1.7429491000000002e-05,1.0806355e-05,2000,hispanic
259,259,259,259,Vadim,Tropashko,NL+O,1.1452938e-13,0.011188103000000001,2.8468127e-11,3.0731914e-12,0.145795,0.047936343,0.31797293,0.052174415,0.000496516,0.0007680069,0.38166758,0.042001005,2000,white
260,260,260,260,Floris,Geerts,NL+W,4.707087e-12,2.5141840000000003e-08,5.1436104e-12,6.291085e-11,0.123761125,0.23572327,0.15823758,0.12533444,2.2276997000000003e-07,0.00018767247,0.035797674,0.32095805,2000,white
261,261,261,261,Sofie,Haesevoets,NL+O,8.819256e-15,4.4408476e-15,1.7540188999999998e-14,1.6752938999999998e-06,0.0028032907,0.0026361266999999997,0.08407588,0.009249974000000001,4.2254883e-06,0.21074499,0.64039713,0.050086737,2000,white
262,262,262,262,Bart,Kuijpers,NL+O,2.8611992e-16,5.529766e-13,1.806927e-11,1.4317253e-10,0.00742455,0.0034387242,0.07017718,0.07450411,0.0013003671,7.637543000000001e-07,0.526928,0.3162263,2000,white
263,263,263,263,Daniel,Pfeifer,NL+O,1.0392319000000001e-14,1.9160723000000001e-10,7.358205e-11,0.00020008987000000002,0.035571616,0.08310824,0.0134721855,0.021302382,3.180264e-07,0.33193472,0.33808732,0.17632318,2000,white
264,264,264,264,Peter,Lockemann,NL+W,1.283165e-09,3.126457e-07,8.0872353e-10,8.48369e-11,0.004134667,0.055400955999999994,0.068709455,0.22452618,0.017380256,1.1976188999999999e-05,0.11854519,0.51129097,2000,white
265,265,265,265,Albrecht,Schmidt,NL+O,1.0130083000000001e-11,5.4512562e-05,1.568521e-10,2.6187872000000004e-06,0.02309328,0.0052017174,0.14394125,0.08738379,2.3699973e-05,0.0010771981,0.68475616,0.0544658,2000,white
266,266,266,266,Christian,Jensen,NL+W,7.951468e-12,2.435225e-07,9.6127335e-11,0.00023582255,0.036268643999999996,0.06885244,0.022781812000000002,0.113834895,0.0011612475,0.1273385,0.29373226,0.3357942,2000,white
267,267,267,267,Sergio,Flesca,HL+O,1.2548126000000002e-10,9.179819999999999e-09,2.6548971000000002e-11,0.0035444463000000002,0.44869970000000003,0.19118078,0.016050274,0.012699043,2.284829e-05,7.634251e-06,0.2981375,0.02965781,2000,hispanic
268,268,268,268,Filippo,Furfaro,NL+O,5.9464337e-13,1.9142289e-14,3.017358e-14,1.5051538e-11,0.029550557999999998,0.3113167,0.0023262438000000002,0.0888091,0.00035916286,0.013480685,0.37495690000000004,0.17920063,2000,white
269,269,269,269,Francesco,Parisi,HL+O,7.731083e-06,4.5074500000000004e-08,7.754553e-09,0.27664873,0.45610076,0.004532165,0.030229101,0.005690542,8.1799815e-05,4.207335700000001e-06,0.21782064,0.008884246,2000,hispanic
270,270,270,270,Stijn,Dekeyser,NL+I,1.6636186999999998e-12,1.1182521999999999e-12,8.153201e-14,3.6639358e-09,0.0014351829,0.0495957,0.004836512,0.11683372,0.41186735,0.056517687000000004,0.01661474,0.34229899999999996,2000,white
271,271,271,271,Jan,Hidders,NL+M,7.175878000000001e-14,3.3053727e-12,3.5169742999999994e-12,7.0125594e-08,0.007076926,0.03430609,0.0016656974,0.050069932000000004,2.3828939999999998e-05,0.6890156999999999,0.022041105,0.19580077,2000,white
272,272,272,272,Jan,Paredaens,HL+W,4.5042767e-12,2.610697e-12,4.2699216e-11,0.0012775668,0.24884325,0.5373041000000001,0.006605223,0.0012025586,3.737858e-06,0.0007342236999999999,0.17154938,0.032479892999999996,2000,hispanic
273,273,273,273,Roel,Vercammen,NL+B,2.0603244e-10,4.5242143e-11,1.3751307999999998e-11,3.9813076e-06,0.012285803,0.0058926116,0.21498418,0.23682070000000002,4.7638496e-05,0.17714052,0.16998233,0.1828422,2000,black
274,274,274,274,Angela,Bonifati,NL+W,9.738061999999999e-09,3.6048961000000003e-12,2.2332725e-07,4.6368154e-06,0.0017508373999999998,0.012745531000000001,0.06704987,0.07181156,0.16577499,0.00010097844000000001,0.16152869,0.5192327,2000,white
275,275,275,275,Elaine,Chang,NL+A,2.3695893999999997e-14,1.6453795e-13,5.6811874e-13,3.8934306e-15,1.8738978e-06,3.3325904000000006e-08,0.9916083000000001,1.1319441e-05,1.0601091000000001e-08,6.7705815e-07,0.008336676,4.1094136e-05,2000,api
276,276,276,276,Terence,Ho,NL+A,4.9444945e-12,6.933486599999999e-10,3.7922703e-11,3.6368567e-07,0.0006346076999999999,0.00021895165,0.42004535,0.11024291,0.014454232,6.0263635999999995e-05,0.33786196,0.116481364,2000,api
277,277,277,277,Laks,Lakshmanan,NL+O,4.948116e-12,0.0015436723000000002,1.1351114e-11,6.776266400000001e-11,0.004154395,0.0014121770000000001,0.096413575,0.04191491,0.00025516993,7.0097216e-05,0.81284904,0.041386843,2000,white
278,278,278,278,Rada,Chirkova,NL+O,6.51889e-13,1.0287440500000001e-14,4.859798e-10,1.522816e-08,0.13600054,0.08245806,0.041851103,0.010337942,2.8423578000000003e-05,0.013825853999999999,0.6869556,0.02854257,2000,white
279,279,279,279,Michael,Genesereth,NL+I,0.00019391761000000002,1.5129318000000001e-06,0.0005389057,0.0009779936,0.08243072,0.0037873257,0.1597402,0.062095805999999996,0.3020758,0.014180803999999998,0.07264978400000001,0.30132723,2000,white
280,280,280,280,Slawomir,Staworko,NL+M,3.461998e-14,1.9593532999999998e-11,8.052119999999999e-14,2.5820422000000002e-12,0.00012454463,0.0006090484,0.0014716282,0.011887533999999998,1.4550983e-08,0.9228904,0.04323069,0.019786168,2000,white
281,281,281,281,Jan,Chomicki,NL+A,1.9168762e-11,1.6419327e-14,2.1677815e-10,1.9807342e-10,0.00012318627000000001,1.3788244e-05,0.83185095,0.001672956,1.100882e-05,2.1896876e-06,0.16151206,0.0048138374,2000,api
282,282,282,282,Gennady,Berman,NL+A,4.133521e-11,4.233674e-08,2.0350646e-13,1.6821453e-08,0.006436302,0.06572383,0.72443736,0.065118514,9.690898e-07,4.5393743e-05,0.07684473,0.061392847,2000,api
283,283,283,283,Vyacheslav,Gorshkov,NL+O,1.2506089e-13,5.839340000000001e-09,2.2282758e-15,0.00016746296000000002,0.009970022,0.0011225431,0.0005016772,0.06576982,9.0418706e-07,0.41010559999999996,0.45219773,0.06016424,2000,white
284,284,284,284,Edward,MacKerrow,NL+W,9.708244599999999e-11,2.5449358e-09,2.8223759e-09,1.2920819999999998e-05,0.0044916984999999994,0.02814894,0.01098088,0.42221043,0.00033061576000000003,0.003516295,0.060792055,0.46951613,2000,white
285,285,285,285,Xidi,Wang,NL+A,3.270664e-08,2.795244e-11,1.5057382e-13,1.9218413e-11,2.9242442999999997e-05,2.8944618e-07,0.84559274,4.974245e-05,7.840373e-06,8.952824599999999e-10,0.15418448,0.000135737,2000,api
286,286,286,286,Babajide,Afolabi,NL+A,5.935548e-11,2.3452976e-15,2.0519912e-14,2.0179938e-11,6.3729353e-06,3.9481574e-06,0.9085458000000001,0.0015304501999999999,0.016270116,0.00031397466,0.07241434599999999,0.00091500545,2000,api
287,287,287,287,Odile,Thiery,NL+B,1.1580093e-15,4.0048e-15,1.598181e-13,2.8104123e-12,0.00054808526,0.0002724056,0.0037484541999999997,0.48700643,0.09759255,0.09619595,0.027206643,0.28742945,2000,black
288,288,288,288,Sergiu,Chelcea,NL+O,1.2332142e-06,1.0446484e-05,1.0075472000000001e-11,1.1466731e-09,0.045494035,0.03546929,0.17913193,0.026602652,4.1576754e-06,0.07333919,0.59627706,0.04366999,2000,white
289,289,289,289,Alzennyr,Silva,HL+W,1.6991863e-11,1.7206446e-07,2.375693e-12,0.028721167000000002,0.19586639,0.7054637,0.0024100201999999998,0.0011679252,0.00015005705,0.0001449418,0.05611548,0.009960219000000001,2000,hispanic
290,290,290,290,Yves,Lechevallier,NL+O,5.283933e-10,6.204267e-13,1.1355388e-10,2.1499558e-10,0.028407533,0.0018365801999999998,0.057381094,0.05305538,8.917913e-07,0.15099081,0.62264264,0.08568512,2000,white
291,291,291,291,Doru,Tanasa,NL+A,2.2819049e-09,1.0680218000000002e-08,8.8279974e-11,3.5558878e-05,0.0039239423,0.001129239,0.9370197,0.0011396194999999999,0.0002906786,0.02941524,0.019559205,0.0074868009999999995,2000,api
292,292,292,292,Brigitte,Trousse,NL+W,2.7567709000000004e-11,7.469606999999999e-11,2.2041834e-10,4.4301499000000005e-10,0.009236107,0.028043415,0.0071736276,0.17500351,2.7161442999999998e-05,0.06491935,0.14193358,0.5736631999999999,2000,white
293,293,293,293,Andrei,Arion,HL+O,3.8759445e-08,0.00013006111999999998,2.5268992000000004e-10,2.5114841e-05,0.5020859000000001,0.050340597,0.037685048,0.042712584000000005,0.021199575,0.12707312,0.15098627,0.0677617,2000,hispanic
294,294,294,294,Angela,Bonifati,NL+W,9.738061999999999e-09,3.6048961000000003e-12,2.2332725e-07,4.6368154e-06,0.0017508373999999998,0.012745531000000001,0.06704987,0.07181156,0.16577499,0.00010097844000000001,0.16152869,0.5192327,2000,white
295,295,295,295,Ioana,Manolescu,NL+A,2.2659882e-17,2.0236413e-15,4.3846195e-16,6.340423000000001e-17,0.007272402,0.010706884,0.849492,0.0032694704999999998,1.1230710999999999e-05,1.2599476e-06,0.10972699,0.019519793,2000,api
296,296,296,296,Andrea,Pugliese,HL+W,2.6113153e-07,1.0756872999999999e-07,1.7624337999999998e-08,1.5703651e-07,0.087461516,0.4794218,0.020080522,0.1395445,0.006769379,0.00040137663000000003,0.14340831,0.12291206,2000,hispanic
297,297,297,297,Marshall,Spight,NL+B,4.8247406e-10,0.086227804,1.1604655e-09,1.9104371e-08,0.07885049,0.10303327,0.012413529,0.329397,0.045411244,0.03454899,0.14999193,0.16012576,2000,black
298,298,298,298,Vadim,Tropashko,NL+O,1.1452938e-13,0.011188103000000001,2.8468127e-11,3.0731914e-12,0.145795,0.047936343,0.31797293,0.052174415,0.000496516,0.0007680069,0.38166758,0.042001005,2000,white
299,299,299,299,Loreto,Bravo,NL+O,2.3570985999999996e-13,2.8341647999999997e-07,8.175087e-13,2.9946996e-09,0.18358439,0.044422165,0.054396283,0.07238671,0.00015349664,8.678459999999999e-05,0.49734843,0.14762144,2000,white
300,300,300,300,Leopoldo,Bertossi,HL+O,3.8111014e-10,0.021407599,3.6981433e-08,2.5006298e-07,0.42159903,0.18175633,0.0003117746,0.079023965,0.0046804883000000005,0.012843582,0.23709096,0.041286103,2000,hispanic
301,301,301,301,Jorge,Perez,HL+M,1.0517908e-06,4.104479e-06,7.474010000000001e-08,0.43791848,0.33562159999999996,0.1523425,9.032572e-06,0.0008262078999999999,1.4480369e-06,1.599427e-06,0.07200667,0.001267191,2000,hispanic
302,302,302,302,Marcelo,Arenas,HL+O,1.2248806e-11,3.4622227e-09,4.2900787e-15,0.00029886715,0.57807964,0.3462583,0.00032468484,0.00023263958999999998,5.847244799999999e-08,1.9078417999999998e-06,0.074226685,0.0005771538700000001,2000,hispanic
303,303,303,303,Claudio,Gutierrez,HL+O,2.746538e-08,4.2255635e-07,8.253433999999999e-12,0.0012510718,0.6315261999999999,0.18646517,0.0008344596000000001,0.00011403768400000001,5.771253e-08,1.1438878e-09,0.17915985,0.0006487859999999999,2000,hispanic
304,304,304,304,Lyublena,Antova,HL+W,1.5954618e-15,1.0487102999999999e-07,4.750581e-13,1.5168559e-11,0.05429632,0.5584001000000001,0.021075135,0.04453308,7.3374504e-06,3.0204255e-05,0.28894117,0.03271655,2000,hispanic
305,305,305,305,Christoph,Koch,HL+W,2.4899538e-13,2.14765e-07,8.1845564e-10,1.6546139e-08,0.053652099999999994,0.6712768,0.019477283999999997,0.008257683,6.710952e-08,3.2164756000000005e-08,0.18804756,0.059288263,2000,hispanic
306,306,306,306,Dan,Olteanu,NL+B,4.792731e-12,1.0628880999999999e-07,4.843067e-13,1.4431062999999999e-05,0.0037793740000000003,0.042050343,0.04346512599999999,0.43984085,0.0023944527,0.0029501945,0.16326313,0.30224204,2000,black
307,307,307,307,E.,Jimenez-Ruiz,HL+O,4.3536697e-06,6.856888599999999e-07,1.4843143999999999e-12,2.4487537e-07,0.5297194000000001,0.06429873400000001,0.0012132088,0.0014721901,8.122022e-06,7.751828000000001e-07,0.39723387,0.006048495,2000,hispanic
308,308,308,308,R.,Berlanga,NL+A,1.9102175e-10,2.2497970000000003e-12,5.4831061999999996e-14,3.6145393e-09,0.0044472343,0.0039537945,0.7455715,0.005279186999999999,5.7436445000000005e-08,0.028278636,0.20089063,0.011578993999999999,2000,api
309,309,309,309,I.,Sanz,NL+A,2.5975528e-08,1.0014978999999999e-07,1.0004476e-11,1.6017702e-06,0.0006406195,4.7229587000000004e-05,0.9600972,0.00074734935,4.4089746e-05,9.580543e-06,0.03660221,0.0018101204,2000,api
310,310,310,310,R.,McClatchey,NL+W,2.9587596e-11,1.2265990999999998e-13,1.01839426e-10,0.004361285,0.005540739300000001,0.018684402,0.043363795,0.11505061,0.00031551172000000003,0.050046824000000004,0.2680285,0.49460828,2000,white
311,311,311,311,R.,Danger,NL+A,5.9003483e-08,2.5508433e-09,3.4704788e-06,0.0008643523300000001,0.024228014,0.010597985,0.34992287,0.16981463,0.0043239179999999995,0.001943342,0.13667585,0.3016255,2000,api
312,312,312,312,D.,Manset,HL+O,2.2317569e-12,7.803747e-10,2.3800061000000002e-12,2.3884320000000002e-05,0.47723773,0.23460878,0.00058154034,0.0109299775,2.1201088e-06,0.007983025,0.17759472,0.09103817,2000,hispanic
313,313,313,313,J.,Paraire,NL+O,1.467727e-05,1.3751085e-10,2.0009256e-08,1.4346045e-06,0.093942784,0.004456262,0.013401139,0.029135065,2.1336698e-05,2.2652766e-05,0.8036414000000001,0.055363182000000004,2000,white
314,314,314,314,A.,Rios,HL+O,8.782506e-08,2.0853782e-11,4.586815e-13,0.0009115616000000001,0.7186558000000001,0.09347178,0.035112042,0.00091575837,3.4241475e-05,1.6797719e-07,0.1451328,0.005765735,2000,hispanic
315,315,315,315,William,Gilreath,NL+W,1.556045e-10,5.5747045999999996e-11,8.642087999999999e-13,9.359730500000001e-07,0.005696298000000001,0.01706573,0.0071152514000000005,0.08988702,6.061158699999999e-06,0.0014852723999999999,0.17057633,0.7081670999999999,2000,white
316,316,316,316,Scot,Anderson,NL+W,8.310325000000001e-08,7.268378e-10,2.5281352e-10,0.0027770704999999997,0.010944431999999999,0.041058846,0.046236448,0.33944437,0.013950165,0.008483746,0.17336965,0.36373523,2000,white
317,317,317,317,Peter,Revesz,NL+O,2.159884e-12,4.4605644e-10,5.464225600000001e-11,4.6659595e-12,0.012429053,0.048440818,0.008078562,0.084911086,2.6966969e-05,0.16453561,0.47018546,0.21139246,2000,white
318,318,318,318,Ravindra,Guravannavar,HL+W,5.548487000000001e-08,6.7241335000000005e-06,1.0941941e-09,1.0208665e-07,0.15989532,0.56067836,0.13255154,0.009347291,0.003246053,3.349596e-10,0.08603178,0.048242763,2000,hispanic
319,319,319,319,S,Sudarshan,NL+O,5.371078e-14,7.087671999999999e-07,1.0266546000000001e-12,2.502595e-10,0.006637206800000001,0.0025509587,0.38522717,0.027782392000000003,2.3616684e-07,2.042451e-05,0.51756847,0.06021242,2000,white
320,320,320,320,Ajit,Diwan,NL+O,7.998078599999999e-11,1.8343068e-12,1.4717807999999999e-15,7.214413400000001e-14,0.005861152,0.0024601272,0.24364984,0.010270737,0.0005222477999999999,0.00016164796,0.6822571999999999,0.054817032,2000,white
321,321,321,321,Ch.,Babu,NL+O,7.713862e-11,3.2660402e-05,2.07347e-08,0.0015191555999999999,0.008216737,0.016761338,0.113300174,0.25397506,0.0035842190999999996,0.13766903,0.2713366,0.19360504,2000,white
322,322,322,322,Nilesh,Dalvi,NL+A,5.436272e-07,1.4610277e-11,2.296045e-06,1.9413688e-05,0.036619413999999996,0.005803103,0.59695137,0.0063278927000000006,0.0014614851999999998,4.7239402e-05,0.30037418,0.05239303,2000,api
